City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
287,san-pedro,4.7485,-6.6363,304.04,62,10,4.49,CI,1707322916
288,turbo,8.0937,-76.7269,299.22,83,62,3.68,CO,1707322917
289,waat,51.1454,6.4958,278.65,92,40,2.06,DE,1707322917
290,plouzane,48.3833,-4.6167,285.33,100,100,6.17,FR,1707322918
291,blatna,49.4249,13.8818,282.18,91,100,8.21,CZ,1707322919
292,east london,-33.0153,27.9116,295.67,56,0,7.72,ZA,1707322920
293,guerrero negro,27.9769,-114.0611,288.93,59,2,5.64,MX,1707322921
294,gadzhiyevo,69.2551,33.3362,248.67,100,93,2.83,RU,1707322922
295,karapinar,37.716,33.5506,282.73,65,18,6.74,TR,1707322923
296,kochubey,44.3861,46.5825,279.75,81,58,4.11,RU,1707322924
297,atafu village,-8.5421,-172.5159,302.25,77,100,10.42,TK,1707322925
298,katsuren-haebaru,26.3369,127.8719,289.36,94,100,7.72,JP,1707322926
299,greymouth,-42.4667,171.2,288.66,96,100,1.37,NZ,1707322927
300,reggane,26.7158,0.1714,297.44,11,34,4.06,DZ,1707322929
301,dzhangala,49.2167,50.3333,267.86,90,27,4.48,KZ,1707322930
302,fortuna,40.5982,-124.1573,279.63,93,100,3.58,US,1707322931
303,quinhamel,11.8833,-15.85,308.29,37,2,4.79,GW,1707322933
304,helena valley west central,46.6629,-112.0604,274.34,97,100,4.12,US,1707322934
305,puerto deseado,-47.7503,-65.8938,288.46,43,70,17.67,AR,1707322935
306,st. john's,47.5649,-52.7093,273.23,87,75,9.77,CA,1707322682
307,am timan,11.0297,20.2827,306.1,12,50,2.03,TD,1707322936
308,al bawiti,28.3492,28.8659,290.62,35,0,3.74,EG,1707322937
309,samamiya,11.3487,9.6399,304.08,13,99,5.03,NG,1707322938
310,al hufuf,25.3646,49.5653,290.34,23,0,2.06,SA,1707322939
311,tabua,40.3327,-8.0141,290.02,69,91,1.34,PT,1707322940
312,kupang,-10.1667,123.5833,298.47,100,40,3.6,ID,1707322941
313,labrador city,52.9463,-66.9114,269.36,57,100,0.0,CA,1707322943
314,poronaysk,49.2167,143.1167,250.83,97,23,1.7,RU,1707322943
315,rongelap,11.1635,166.8941,299.45,80,96,9.21,MH,1707322944
316,ponta delgada,37.7333,-25.6667,291.55,94,75,9.26,PT,1707322945
317,nova olinda do norte,-3.8881,-59.0942,308.99,40,96,2.61,BR,1707322946
318,flying fish cove,-10.4217,105.6791,298.97,88,75,2.06,CX,1707322947
319,sao gabriel da cachoeira,-0.1303,-67.0892,301.04,83,75,1.54,BR,1707322948
320,jackson,42.4165,-122.8345,277.51,92,100,0.0,US,1707322949
321,oeiras,-7.0253,-42.1311,309.66,34,99,1.73,BR,1707322950
322,kamloops,50.6665,-120.3192,275.69,79,100,4.12,CA,1707322950
323,charters towers,-20.1,146.2667,297.9,82,60,4.87,AU,1707322951
324,raja,8.4596,25.678,302.04,17,81,2.09,SS,1707322952
325,horta,38.5333,-28.6333,288.95,95,75,8.75,PT,1707322954
326,miles city,46.4083,-105.8406,273.69,93,100,4.63,US,1707322955
327,polyarnyy,69.1989,33.4478,249.92,100,84,3.03,RU,1707322956
328,tomatlan,19.9333,-105.25,298.75,62,100,1.17,MX,1707322957
329,mandalgovi,45.7625,106.2708,252.47,90,31,2.37,MN,1707322958
330,diamantino,-14.4086,-56.4461,308.12,41,98,1.88,BR,1707322959
331,oranjemund,-28.55,16.4333,294.74,66,0,6.55,NA,1707322959
332,touros,-5.1989,-35.4608,304.23,61,31,6.04,BR,1707322960
333,bridgewater,44.3835,-64.5155,271.54,81,100,2.57,CA,1707322961
334,bezhetsk,57.7851,36.6965,259.01,95,100,7.19,RU,1707322962
335,sardarapat,40.1321,44.0097,282.68,70,53,1.75,AM,1707322963
336,gizo,-8.103,156.8419,301.35,81,100,6.16,SB,1707322963
337,weno,7.4515,151.8468,300.12,78,75,3.09,FM,1707322964
338,suntar,62.1444,117.6319,235.91,100,90,0.84,RU,1707322966
339,kiamba,5.9894,124.6242,298.8,88,100,0.52,PH,1707322967
340,griffith,41.5284,-87.4237,277.62,86,0,3.09,US,1707322968
341,cabo san lucas,22.8909,-109.9124,296.27,72,40,7.72,MX,1707322969
342,sakassou,7.4546,-5.2926,309.06,10,1,3.04,CI,1707322971
343,khash,28.2211,61.2158,284.66,15,0,0.62,IR,1707322972
344,sungailiat,-1.85,106.1333,299.83,86,51,2.88,ID,1707322973
345,turkestan,43.3333,68.25,275.44,83,100,3.98,KZ,1707322973
346,thinadhoo,0.5333,72.9333,301.53,75,58,4.29,MV,1707322974
347,guanica,17.9716,-66.908,299.0,65,96,4.2,PR,1707322975
348,nuuk,64.1835,-51.7216,270.49,86,100,28.81,GL,1707322975
349,terrace,54.5163,-128.6035,271.1,86,100,1.54,CA,1707322976
350,la gi,10.6667,107.7833,297.22,91,98,3.56,VN,1707322977
351,charlestown,-32.95,151.6667,294.74,80,100,3.58,AU,1707322977
352,wewak,-3.5534,143.6268,298.74,91,100,5.41,PG,1707322978
353,hobyo,5.3505,48.5268,299.82,80,27,7.26,SO,1707322979
354,sirjan,29.452,55.6814,281.16,16,0,4.88,IR,1707322980
355,warmbad,-28.45,18.7333,305.17,13,12,7.62,NA,1707322980
356,kaifeng,34.7911,114.3483,271.31,86,99,2.34,CN,1707322981
357,westport,41.1415,-73.3579,279.52,52,0,3.6,US,1707322982
358,katsuura,35.1333,140.3,280.14,59,45,1.97,JP,1707322982
359,nampula,-15.1165,39.2666,297.12,94,75,3.09,MZ,1707322983
360,villa gesell,-37.2639,-56.973,301.51,63,100,2.82,AR,1707322983
361,puerto armuelles,8.2833,-82.8667,306.14,64,5,3.13,PA,1707322896
362,okhotsk,59.3833,143.3,249.46,84,100,3.21,RU,1707322985
363,emerald,-23.5333,148.1667,298.34,74,65,5.6,AU,1707322985
364,san pedro pochutla,15.7333,-96.4667,301.99,53,19,1.35,MX,1707322985
365,as sulayyil,20.4607,45.5779,291.29,50,9,6.9,SA,1707322986
366,carnarvon,-24.8667,113.6333,299.95,62,69,2.13,AU,1707322986
367,lompoc,34.6391,-120.4579,284.55,64,100,7.15,US,1707322987
368,holualoa,19.6228,-155.9522,293.06,78,40,2.06,US,1707322987
369,kos,36.8933,27.2889,289.84,75,67,7.7,GR,1707322988
370,behshahr,36.6923,53.5526,284.12,51,64,2.29,IR,1707322989
371,bangolo,7.0069,-7.475,311.43,10,5,2.03,CI,1707322989
372,ulaangom,49.9811,92.0667,242.5,97,96,1.24,MN,1707322990
373,port saint john's,-31.6229,29.5448,297.32,77,34,5.78,ZA,1707322990
374,laojunmiao,39.8333,97.7333,265.95,56,0,0.98,CN,1707322991
375,bogorodskoye,56.55,37.8833,266.07,94,100,6.23,RU,1707322992
376,kachia,9.8667,7.95,306.33,12,74,4.62,NG,1707322992
377,oamaru,-45.0784,170.9801,285.03,83,100,1.38,NZ,1707322995
378,lospalos,-8.5186,127.0025,296.51,89,87,1.13,TL,1707322997
379,tofol,5.3248,163.0078,300.52,76,97,7.52,FM,1707323000
380,beltran,-27.8291,-64.061,312.36,27,28,6.74,AR,1707323003
381,angaur state,6.906,134.13,300.51,76,83,8.53,PW,1707323005
382,forster,-32.1667,152.5167,293.87,94,100,5.37,AU,1707323007
383,ketchikan,55.3422,-131.6461,276.14,64,100,5.14,US,1707323010
384,sterling,39.0062,-77.4286,281.18,49,20,3.6,US,1707323011
385,kathmandu,27.7167,85.3167,283.27,76,20,2.06,NP,1707322753
386,christchurch,-43.5333,172.6333,290.88,89,100,2.57,NZ,1707322842
387,egersund,58.4513,5.9997,273.75,75,98,4.36,NO,1707323016
388,laguna,38.421,-121.4238,282.07,85,100,5.14,US,1707323016
389,floro,61.5996,5.0328,273.13,69,40,5.66,NO,1707323018
390,jeremoabo,-10.075,-38.4808,308.82,30,94,3.31,BR,1707323021
391,san patricio,28.017,-97.5169,294.07,68,100,7.08,US,1707323022
392,masterton,-40.9597,175.6575,287.65,89,93,0.98,NZ,1707323024
393,port-vila,-17.7338,168.3219,298.93,94,100,1.54,VU,1707323026
394,conduaga,8.862,117.4893,298.52,84,90,0.54,PH,1707323028
395,medicine hat,50.0501,-110.6683,271.6,87,100,0.45,CA,1707322905
396,kurchum,48.5722,83.6542,260.27,85,34,2.07,KZ,1707323030
397,erdenet,49.0333,104.0833,250.99,98,56,1.5,MN,1707323031
398,panshi,42.9422,126.0561,251.67,100,18,0.76,CN,1707323032
399,puerto maldonado,-12.6,-69.1833,304.37,74,0,3.09,PE,1707323033
400,port blair,11.6667,92.75,298.17,88,20,1.03,IN,1707323034
401,inari,68.906,27.0288,251.26,100,94,0.96,FI,1707323034
402,adam,22.3756,57.5233,292.06,46,100,2.69,OM,1707323035
403,iquitos,-3.7481,-73.2472,303.17,84,40,2.06,PE,1707323036
404,codrington,-38.2667,141.9667,284.42,88,12,3.15,AU,1707323036
405,shohimardon,39.9839,71.8028,272.58,56,100,4.95,UZ,1707323037
406,chui,-33.6971,-53.4616,302.79,43,36,3.19,UY,1707323037
407,namtsy,62.7161,129.6658,236.2,100,100,1.52,RU,1707323038
408,new norfolk,-42.7826,147.0587,288.87,91,66,0.55,AU,1707323039
409,karratha,-20.7377,116.8463,302.41,55,87,4.53,AU,1707323039
410,navasota,30.388,-96.0877,290.04,65,67,5.2,US,1707323040
411,klaksvik,62.2266,-6.589,274.66,69,81,10.74,FO,1707323041
412,marquette,46.5333,-87.6335,278.53,79,95,0.89,US,1707323041
413,malaya vishera,58.8454,32.2222,259.17,93,100,3.68,RU,1707323042
414,happy valley-goose bay,53.3168,-60.3315,267.32,42,40,4.63,CA,1707323043
415,fort bragg,35.139,-79.006,282.15,40,0,6.69,US,1707323043
416,torit,4.4133,32.5678,306.74,25,27,2.69,SS,1707323044
417,kalajoki,64.25,23.95,256.43,99,60,2.72,FI,1707323045
418,jasper,37.2001,-94.3502,286.98,41,0,7.2,US,1707323046
419,diadi,16.662,121.3658,293.09,84,3,0.85,PH,1707323047
420,gokceada,40.2011,25.909,287.75,86,99,9.04,TR,1707323048
421,hepo,23.4308,115.8299,283.86,89,100,2.0,CN,1707323049
422,el porvenir,13.7617,-87.3458,295.78,27,0,2.39,HN,1707323050
423,mokopane,-24.1944,29.0097,306.46,23,33,1.44,ZA,1707323050
424,newnan,33.3807,-84.7997,283.92,48,0,3.09,US,1707323051
425,starozhilovo,54.2254,39.916,268.23,98,100,4.79,RU,1707323051
426,mauganj,24.6833,81.8833,288.67,33,37,3.26,IN,1707323052
427,raisen,23.3333,77.8,291.95,48,85,3.14,IN,1707323053
428,kerikeri,-35.2268,173.9474,289.77,92,17,1.64,NZ,1707323054
429,valjevo,44.2751,19.8982,286.37,61,78,1.24,RS,1707323054
430,kailua-kona,19.6406,-155.9956,295.13,79,40,2.06,US,1707323055
431,kamina,-8.7386,24.9906,294.82,88,87,1.97,CD,1707323056
432,labin,45.095,14.1197,284.23,85,100,1.82,HR,1707323057
433,polonne,50.1242,27.5109,279.84,83,100,8.93,UA,1707323057
434,daru,-9.0763,143.2092,297.95,92,97,4.98,PG,1707323058
435,notse,6.95,1.1667,311.18,10,11,2.39,TG,1707323058
436,la cruz,23.9167,-106.9,295.01,72,94,2.39,MX,1707323059
437,campo gallo,-26.5833,-62.85,311.74,28,93,3.46,AR,1707323060
438,cabinda,-5.55,12.2,301.32,82,70,5.38,AO,1707323060
439,oppdal,62.5943,9.6912,257.31,68,3,3.36,NO,1707323061
440,lowestoft,52.4752,1.7516,280.07,77,100,1.27,GB,1707323062
441,hojo,33.9766,132.7777,277.86,78,85,5.0,JP,1707323063
442,grand falls-windsor,48.9332,-55.6649,270.1,89,75,3.55,CA,1707323063
443,sosnovka,56.255,51.2842,263.77,95,99,4.31,RU,1707323064
444,choibalsan,48.0667,114.5,252.44,91,18,2.89,MN,1707323065
445,inarajan village,13.2736,144.7484,299.23,81,100,7.37,GU,1707323065
446,yuzhno-kurilsk,44.0306,145.8556,264.47,86,40,2.27,RU,1707323066
447,al ghayzah,16.2079,52.176,298.1,57,6,4.7,YE,1707323067
448,lejanias,3.5251,-74.0216,298.89,76,81,1.36,CO,1707323067
449,rongai,-0.1733,35.8638,291.88,66,84,0.46,KE,1707323068
450,cheremukhovo,60.3484,59.9851,264.24,95,100,4.47,RU,1707323069
451,kudat,6.8837,116.8477,300.11,89,98,1.54,MY,1707323069
452,nova gradiska,45.255,17.3831,288.09,66,85,4.28,HR,1707323070
453,zyryanovsk,49.7386,84.2719,255.45,93,21,1.08,KZ,1707323071
454,moab,38.5733,-109.5498,280.18,77,100,7.6,US,1707323071
455,iquique,-20.2208,-70.1431,302.17,72,11,3.49,CL,1707323072
456,kencong,-8.2833,113.3667,298.18,91,85,1.09,ID,1707323072
457,fortaleza,-3.7227,-38.5247,305.41,99,75,7.72,BR,1707322798
458,mastung,29.7994,66.845,280.85,40,0,0.12,PK,1707323074
459,santa elena de uairen,4.6167,-61.1333,302.65,45,54,5.38,VE,1707322938
460,teknaf,20.8624,92.3058,293.29,86,0,4.59,BD,1707323076
461,la ronge,55.1001,-105.2842,262.29,85,100,2.57,CA,1707323077
462,vyyezdnoye,55.3815,43.7864,262.58,93,100,4.51,RU,1707323078
463,kodinsk,58.6881,99.1844,260.62,99,96,1.03,RU,1707323079
464,mtwara,-10.2667,40.1833,301.06,85,13,4.13,TZ,1707323080
465,san pedro de macoris,18.4616,-69.2972,301.22,73,93,1.98,DO,1707323081
466,siwa oasis,29.2041,25.5195,291.48,40,1,2.45,EG,1707323081
467,igarka,67.4667,86.5833,257.25,97,100,2.83,RU,1707323059
468,guarapari,-20.6667,-40.4975,302.53,78,99,2.63,BR,1707323082
469,dabou,5.3256,-4.3769,304.12,58,13,4.97,CI,1707323083
470,olinda,-8.0089,-34.8553,304.0,62,40,4.63,BR,1707322947
471,pasan,22.85,82.2,289.03,40,3,1.81,IN,1707323084
472,sinop,41.7711,34.8709,282.9,57,98,3.83,TR,1707323085
473,margate,51.3813,1.3862,279.76,82,100,0.89,GB,1707322879
474,levuka,50.1834,-105.4011,272.05,100,100,6.69,CA,1707323086
475,bardai,11.65,7.2333,302.75,12,76,6.15,NG,1707323087
476,pauini,-7.7136,-66.9764,301.72,82,92,1.47,BR,1707323087
477,hovd,48.0056,91.6419,252.67,95,10,0.41,MN,1707323088
478,itacarambi,-15.1022,-44.0919,306.31,45,37,1.04,BR,1707323090
479,el sauzal de rodriguez,31.9,-116.6833,283.94,80,94,6.13,MX,1707323090
480,ulsteinvik,62.3432,5.8487,270.97,76,69,2.24,NO,1707323091
481,kisanga,-7.4362,37.7034,299.85,88,23,1.7,TZ,1707323091
482,srandakan,-7.9386,110.2506,298.04,87,97,1.92,ID,1707323092
483,micheweni,-4.9667,39.8333,301.41,78,1,5.62,TZ,1707323092
484,pathein,16.7833,94.7333,297.29,70,0,6.55,MM,1707323093
485,amos,48.5669,-78.1162,273.43,100,100,1.99,CA,1707323094
486,colonia,50.9333,6.95,279.18,87,40,1.54,DE,1707323095
487,yanbu,24.0891,38.0637,298.17,44,0,3.09,SA,1707323096
488,sandnessjoen,66.0217,12.6316,272.27,93,100,12.7,NO,1707323096
489,nikolayevsk-on-amure,53.1406,140.73,249.94,99,65,1.23,RU,1707323097
490,paso de carrasco,-34.8603,-56.0522,308.4,36,0,6.17,UY,1707323098
491,viborg,56.4532,9.402,275.18,69,23,3.5,DK,1707323098
492,naze,28.3667,129.4833,284.66,84,100,7.52,JP,1707323099
493,mangrol,21.1167,70.1167,297.37,47,22,5.45,IN,1707323100
494,den burg,53.0542,4.7972,279.13,69,100,0.51,NL,1707323100
495,moree,-29.4667,149.85,295.08,73,66,4.44,AU,1707323101
496,banda aceh,5.5577,95.3222,299.14,86,21,3.95,ID,1707323101
497,arauquita,7.0292,-71.4281,307.5,44,13,1.51,CO,1707323102
498,sola,-13.8833,167.55,301.32,71,90,7.24,VU,1707323102
499,ouarzazat,30.9189,-6.8934,294.31,11,0,1.54,MA,1707323103
500,borova,50.1763,30.1043,282.2,75,100,10.32,UA,1707323104
501,linxia chengguanzhen,35.6003,103.2064,267.77,91,96,1.07,CN,1707323104
502,berdigestyakh,62.0989,126.6992,239.45,100,97,1.15,RU,1707323105
503,dhidhdhoo,6.8833,73.1,300.75,71,4,3.48,MV,1707323106
504,arauca,7.0847,-70.7591,307.31,46,24,1.94,CO,1707323106
505,kargasok,59.0556,80.8572,266.46,97,100,3.13,RU,1707323107
506,kiuruvesi,63.65,26.6167,250.98,100,64,1.64,FI,1707323108
507,stiens,53.2623,5.7577,278.7,73,100,1.03,NL,1707323109
508,riohacha,11.5444,-72.9072,298.74,79,99,3.51,CO,1707323110
509,point fortin,10.1833,-61.6833,302.71,71,20,7.43,TT,1707323110
510,praia da vitoria,38.7333,-27.0667,291.29,88,20,12.25,PT,1707323111
511,jalai nur,49.45,117.7,247.95,97,11,1.43,CN,1707323112
512,ocean shores,46.9737,-124.1563,278.68,95,0,1.54,US,1707323112
513,niafunke,15.9322,-3.9906,305.71,6,48,6.37,ML,1707323113
514,wynyard,-41.0,145.7167,285.59,84,53,3.83,AU,1707323113
515,anloga,5.7947,0.8973,302.99,46,13,5.19,GH,1707323114
516,loen,7.7601,168.2307,300.35,82,97,11.08,MH,1707323115
517,esperanza,19.5847,-70.9849,300.47,66,8,3.58,DO,1707323115
518,pisco,-13.7,-76.2167,300.38,78,0,3.6,PE,1707323116
519,aras-asan,8.8908,126.3033,297.83,89,95,1.84,PH,1707323116
520,baki,-7.6128,110.7839,296.9,90,98,2.31,ID,1707323117
521,deschutes river woods,43.9915,-121.3584,272.21,81,100,2.06,US,1707323117
522,yarmouth,41.7057,-70.2286,277.58,80,100,8.49,US,1707323118
523,faya-largeau,17.9257,19.1043,296.89,15,57,6.42,TD,1707323119
524,winfield,37.2398,-96.9956,285.62,58,0,9.26,US,1707323120
525,mayna,54.1135,47.6231,258.61,96,100,1.87,RU,1707323120
526,okondja,-0.6549,13.6753,303.9,49,76,1.0,GA,1707323121
527,esqueda,30.7167,-109.5833,280.48,62,13,6.38,MX,1707323121
528,pangody,65.85,74.4859,269.34,95,99,6.31,RU,1707323122
529,tara,56.8944,74.371,268.7,95,100,6.7,RU,1707323122
530,shchigry,51.8755,36.9043,277.05,100,100,9.99,RU,1707323123
531,san miguel,13.4833,-88.1833,301.86,29,0,4.12,SV,1707323124
532,smithers,54.7804,-127.1743,267.33,100,100,0.0,CA,1707323124
533,chibougamau,49.9168,-74.3659,270.94,86,100,2.57,CA,1707323125
534,pemangkat,1.1667,108.9667,298.86,89,100,2.88,ID,1707323125
535,howrah,22.5892,88.3103,294.15,68,1,0.0,IN,1707323126
536,lake murray of richland,34.1205,-81.2645,282.98,47,0,2.85,US,1707323126
537,banff,51.1762,-115.5698,266.36,93,99,1.03,CA,1707323127
538,burang,30.25,81.1667,257.53,73,13,2.42,CN,1707323127
539,ramos arizpe,25.55,-100.9667,296.17,35,75,2.57,MX,1707323102
540,luxeuil-les-bains,47.8171,6.365,282.77,81,100,4.12,FR,1707323129
541,araria,26.15,87.5167,287.63,37,9,3.95,IN,1707323129
542,kununurra,-15.7667,128.7333,298.14,88,100,2.06,AU,1707323130
543,canutama,-6.5339,-64.3831,301.79,75,97,1.4,BR,1707323130
544,saudarkrokur,65.7461,-19.6394,267.71,74,62,3.36,IS,1707323131
545,lagunas,-5.2269,-75.6753,304.97,57,90,1.24,PE,1707323131
546,abalak,58.1286,68.5944,270.01,91,100,5.99,RU,1707323132
547,miquelon,47.0975,-56.3814,273.15,74,48,5.41,PM,1707323133
548,shache,38.4167,77.2406,270.97,77,96,2.51,CN,1707323133
549,lubao,14.9167,120.55,298.99,88,0,0.26,PH,1707323134
550,kozyatyn,49.7143,28.8339,280.19,74,100,10.31,UA,1707323134
551,chiredzi,-21.05,31.6667,307.74,36,2,2.73,ZW,1707323135
552,suva,-18.1416,178.4415,296.86,94,75,0.0,FJ,1707323135
553,prado,-17.3411,-39.2208,303.02,63,78,4.27,BR,1707323136
554,akureyri,65.6835,-18.0878,265.11,93,75,1.03,IS,1707323136
555,kanniyakumari,8.0833,77.5667,299.72,71,34,3.37,IN,1707323137
556,tuzhai,24.983,118.8319,282.89,87,100,8.85,CN,1707323138
557,mugia,43.1041,-9.2179,290.32,91,96,12.57,ES,1707323138
558,gua musang,4.8823,101.9644,296.98,94,66,0.94,MY,1707323139
559,taulaga,-11.0553,-171.0883,301.94,79,100,11.4,AS,1707323139
560,kuchinarai,16.541,104.05,299.81,32,0,0.54,TH,1707323140
561,blackwater,-23.5833,148.8833,298.03,73,50,4.83,AU,1707323141
562,pindiga,9.9833,10.9333,302.76,14,49,5.14,NG,1707323142
563,vimmerby,57.6659,15.8552,268.85,98,100,0.81,SE,1707323142
564,banjar,-8.19,114.9675,298.83,93,94,0.75,ID,1707323143
565,upata,8.0086,-62.3989,307.78,39,14,3.71,VE,1707323144
566,dunedin,-45.8742,170.5036,285.82,83,88,1.4,NZ,1707322889
567,fort saskatchewan,53.7168,-113.2187,268.73,98,100,2.57,CA,1707322892
568,ust'-kulom,61.6864,53.6902,264.91,95,100,2.62,RU,1707323146
569,san andres,12.5847,-81.7006,301.16,65,40,7.2,CO,1707323146
570,mili,6.0815,171.735,300.63,75,90,10.66,MH,1707323147
571,nyala,12.05,24.8833,299.35,15,68,3.67,SD,1707323147
572,kolonia,50.9333,6.95,279.18,87,40,1.54,DE,1707322900
